port,varies,10gbaser_refclk0_156M25_qpll0_lane0,custom_8b10b_1g_refclk0_100m_qpll0_lane0,custom_8b10b_1g_refclk0_100m_qpll0_lane0_swaprx,custom_8b10b_1g_refclk0_100m_qpll0_lane0_swaptrx,custom_8b10b_1g_refclk0_100m_qpll0_lane0_swaptx,jesd204b_refclk0_100M_qpll0_lane0123,usb3_mclk_100M_qpll0_lane0,usb3_refclk0_100M_qpll0_lane0,usb3_refclk0_100M_qpll0_lane0__1000basex_refclk0_100M_qpll1_lane1,usb3_refclk0_100M_qpll0_lane0__1000basex_refclk1_125M_qpll1_lane1,usb3_refclk0_100M_qpll0_lane0__usb3_refclk1_100M_cpll_lane1,usb3_refclk0_100M_qpll0_lane0__usb3_refclk1_100M_qpll1_lane1,usb3_refclk0_100M_qpll0_lane1,usb3_refclk0_100M_qpll0_lane3,usb3_refclk0_50M_qpll0_lane0,usb3_refclk1_100M_qpll0_lane0,usb3_refclk1_100M_qpll0_lane1,usb3_refclk1_100M_qpll0_lane2,usb3_refclk1_100M_qpll0_lane3,usb3_refclk1_100M_qpll1_lane3,usb3_refin_100M_qpll0_lane0
FABRIC_LANE2_64B66B_TX_FETCH,no,q0_fabric_lane2_64b66b_tx_fetch,q0_fabric_lane2_64b66b_tx_fetch,q0_fabric_lane2_64b66b_tx_fetch,q0_fabric_lane2_64b66b_tx_fetch,q0_fabric_lane2_64b66b_tx_fetch,q0_fabric_lane2_64b66b_tx_fetch,q0_fabric_lane2_64b66b_tx_fetch,q0_fabric_lane2_64b66b_tx_fetch,q0_fabric_lane2_64b66b_tx_fetch,q0_fabric_lane2_64b66b_tx_fetch,q0_fabric_lane2_64b66b_tx_fetch,q0_fabric_lane2_64b66b_tx_fetch,q0_fabric_lane2_64b66b_tx_fetch,q0_fabric_lane2_64b66b_tx_fetch,q0_fabric_lane2_64b66b_tx_fetch,q0_fabric_lane2_64b66b_tx_fetch,q0_fabric_lane2_64b66b_tx_fetch,q0_fabric_lane2_64b66b_tx_fetch,q0_fabric_lane2_64b66b_tx_fetch,q0_fabric_lane2_64b66b_tx_fetch,q0_fabric_lane2_64b66b_tx_fetch
FABRIC_LANE2_64B66B_TX_INVLD_BLK,no,q0_fabric_lane2_64b66b_tx_invld_blk,q0_fabric_lane2_64b66b_tx_invld_blk,q0_fabric_lane2_64b66b_tx_invld_blk,q0_fabric_lane2_64b66b_tx_invld_blk,q0_fabric_lane2_64b66b_tx_invld_blk,q0_fabric_lane2_64b66b_tx_invld_blk,q0_fabric_lane2_64b66b_tx_invld_blk,q0_fabric_lane2_64b66b_tx_invld_blk,q0_fabric_lane2_64b66b_tx_invld_blk,q0_fabric_lane2_64b66b_tx_invld_blk,q0_fabric_lane2_64b66b_tx_invld_blk,q0_fabric_lane2_64b66b_tx_invld_blk,q0_fabric_lane2_64b66b_tx_invld_blk,q0_fabric_lane2_64b66b_tx_invld_blk,q0_fabric_lane2_64b66b_tx_invld_blk,q0_fabric_lane2_64b66b_tx_invld_blk,q0_fabric_lane2_64b66b_tx_invld_blk,q0_fabric_lane2_64b66b_tx_invld_blk,q0_fabric_lane2_64b66b_tx_invld_blk,q0_fabric_lane2_64b66b_tx_invld_blk,q0_fabric_lane2_64b66b_tx_invld_blk
FABRIC_LANE2_CMU_CK_REF_O,no,q0_fabric_lane2_cmu_ck_ref_o,q0_fabric_lane2_cmu_ck_ref_o,q0_fabric_lane2_cmu_ck_ref_o,q0_fabric_lane2_cmu_ck_ref_o,q0_fabric_lane2_cmu_ck_ref_o,q0_fabric_lane2_cmu_ck_ref_o,q0_fabric_lane2_cmu_ck_ref_o,q0_fabric_lane2_cmu_ck_ref_o,q0_fabric_lane2_cmu_ck_ref_o,q0_fabric_lane2_cmu_ck_ref_o,q0_fabric_lane2_cmu_ck_ref_o,q0_fabric_lane2_cmu_ck_ref_o,q0_fabric_lane2_cmu_ck_ref_o,q0_fabric_lane2_cmu_ck_ref_o,q0_fabric_lane2_cmu_ck_ref_o,q0_fabric_lane2_cmu_ck_ref_o,q0_fabric_lane2_cmu_ck_ref_o,q0_fabric_lane2_cmu_ck_ref_o,q0_fabric_lane2_cmu_ck_ref_o,q0_fabric_lane2_cmu_ck_ref_o,q0_fabric_lane2_cmu_ck_ref_o
FABRIC_LANE2_CMU_OK_O,no,q0_fabric_lane2_cmu_ok_o,q0_fabric_lane2_cmu_ok_o,q0_fabric_lane2_cmu_ok_o,q0_fabric_lane2_cmu_ok_o,q0_fabric_lane2_cmu_ok_o,q0_fabric_lane2_cmu_ok_o,q0_fabric_lane2_cmu_ok_o,q0_fabric_lane2_cmu_ok_o,q0_fabric_lane2_cmu_ok_o,q0_fabric_lane2_cmu_ok_o,q0_fabric_lane2_cmu_ok_o,q0_fabric_lane2_cmu_ok_o,q0_fabric_lane2_cmu_ok_o,q0_fabric_lane2_cmu_ok_o,q0_fabric_lane2_cmu_ok_o,q0_fabric_lane2_cmu_ok_o,q0_fabric_lane2_cmu_ok_o,q0_fabric_lane2_cmu_ok_o,q0_fabric_lane2_cmu_ok_o,q0_fabric_lane2_cmu_ok_o,q0_fabric_lane2_cmu_ok_o
FABRIC_LANE3_64B66B_RX_VALID,no,q0_fabric_lane3_64b66b_rx_valid,q0_fabric_lane3_64b66b_rx_valid,q0_fabric_lane3_64b66b_rx_valid,q0_fabric_lane3_64b66b_rx_valid,q0_fabric_lane3_64b66b_rx_valid,q0_fabric_lane3_64b66b_rx_valid,q0_fabric_lane3_64b66b_rx_valid,q0_fabric_lane3_64b66b_rx_valid,q0_fabric_lane3_64b66b_rx_valid,q0_fabric_lane3_64b66b_rx_valid,q0_fabric_lane3_64b66b_rx_valid,q0_fabric_lane3_64b66b_rx_valid,q0_fabric_lane3_64b66b_rx_valid,q0_fabric_lane3_64b66b_rx_valid,q0_fabric_lane3_64b66b_rx_valid,q0_fabric_lane3_64b66b_rx_valid,q0_fabric_lane3_64b66b_rx_valid,q0_fabric_lane3_64b66b_rx_valid,q0_fabric_lane3_64b66b_rx_valid,q0_fabric_lane3_64b66b_rx_valid,q0_fabric_lane3_64b66b_rx_valid
FABRIC_LANE3_64B66B_TX_FETCH,no,q0_fabric_lane3_64b66b_tx_fetch,q0_fabric_lane3_64b66b_tx_fetch,q0_fabric_lane3_64b66b_tx_fetch,q0_fabric_lane3_64b66b_tx_fetch,q0_fabric_lane3_64b66b_tx_fetch,q0_fabric_lane3_64b66b_tx_fetch,q0_fabric_lane3_64b66b_tx_fetch,q0_fabric_lane3_64b66b_tx_fetch,q0_fabric_lane3_64b66b_tx_fetch,q0_fabric_lane3_64b66b_tx_fetch,q0_fabric_lane3_64b66b_tx_fetch,q0_fabric_lane3_64b66b_tx_fetch,q0_fabric_lane3_64b66b_tx_fetch,q0_fabric_lane3_64b66b_tx_fetch,q0_fabric_lane3_64b66b_tx_fetch,q0_fabric_lane3_64b66b_tx_fetch,q0_fabric_lane3_64b66b_tx_fetch,q0_fabric_lane3_64b66b_tx_fetch,q0_fabric_lane3_64b66b_tx_fetch,q0_fabric_lane3_64b66b_tx_fetch,q0_fabric_lane3_64b66b_tx_fetch
FABRIC_LANE3_64B66B_TX_INVLD_BLK,no,q0_fabric_lane3_64b66b_tx_invld_blk,q0_fabric_lane3_64b66b_tx_invld_blk,q0_fabric_lane3_64b66b_tx_invld_blk,q0_fabric_lane3_64b66b_tx_invld_blk,q0_fabric_lane3_64b66b_tx_invld_blk,q0_fabric_lane3_64b66b_tx_invld_blk,q0_fabric_lane3_64b66b_tx_invld_blk,q0_fabric_lane3_64b66b_tx_invld_blk,q0_fabric_lane3_64b66b_tx_invld_blk,q0_fabric_lane3_64b66b_tx_invld_blk,q0_fabric_lane3_64b66b_tx_invld_blk,q0_fabric_lane3_64b66b_tx_invld_blk,q0_fabric_lane3_64b66b_tx_invld_blk,q0_fabric_lane3_64b66b_tx_invld_blk,q0_fabric_lane3_64b66b_tx_invld_blk,q0_fabric_lane3_64b66b_tx_invld_blk,q0_fabric_lane3_64b66b_tx_invld_blk,q0_fabric_lane3_64b66b_tx_invld_blk,q0_fabric_lane3_64b66b_tx_invld_blk,q0_fabric_lane3_64b66b_tx_invld_blk,q0_fabric_lane3_64b66b_tx_invld_blk
FABRIC_LANE3_CMU_CK_REF_O,no,q0_fabric_lane3_cmu_ck_ref_o,q0_fabric_lane3_cmu_ck_ref_o,q0_fabric_lane3_cmu_ck_ref_o,q0_fabric_lane3_cmu_ck_ref_o,q0_fabric_lane3_cmu_ck_ref_o,q0_fabric_lane3_cmu_ck_ref_o,q0_fabric_lane3_cmu_ck_ref_o,q0_fabric_lane3_cmu_ck_ref_o,q0_fabric_lane3_cmu_ck_ref_o,q0_fabric_lane3_cmu_ck_ref_o,q0_fabric_lane3_cmu_ck_ref_o,q0_fabric_lane3_cmu_ck_ref_o,q0_fabric_lane3_cmu_ck_ref_o,q0_fabric_lane3_cmu_ck_ref_o,q0_fabric_lane3_cmu_ck_ref_o,q0_fabric_lane3_cmu_ck_ref_o,q0_fabric_lane3_cmu_ck_ref_o,q0_fabric_lane3_cmu_ck_ref_o,q0_fabric_lane3_cmu_ck_ref_o,q0_fabric_lane3_cmu_ck_ref_o,q0_fabric_lane3_cmu_ck_ref_o
FABRIC_LANE3_CMU_OK_O,no,q0_fabric_lane3_cmu_ok_o,q0_fabric_lane3_cmu_ok_o,q0_fabric_lane3_cmu_ok_o,q0_fabric_lane3_cmu_ok_o,q0_fabric_lane3_cmu_ok_o,q0_fabric_lane3_cmu_ok_o,q0_fabric_lane3_cmu_ok_o,q0_fabric_lane3_cmu_ok_o,q0_fabric_lane3_cmu_ok_o,q0_fabric_lane3_cmu_ok_o,q0_fabric_lane3_cmu_ok_o,q0_fabric_lane3_cmu_ok_o,q0_fabric_lane3_cmu_ok_o,q0_fabric_lane3_cmu_ok_o,q0_fabric_lane3_cmu_ok_o,q0_fabric_lane3_cmu_ok_o,q0_fabric_lane3_cmu_ok_o,q0_fabric_lane3_cmu_ok_o,q0_fabric_lane3_cmu_ok_o,q0_fabric_lane3_cmu_ok_o,q0_fabric_lane3_cmu_ok_o
FABRIC_LN0_ASTAT_O,no,q0_fabric_ln0_astat_o,q0_fabric_ln0_astat_o,q0_fabric_ln0_astat_o,q0_fabric_ln0_astat_o,q0_fabric_ln0_astat_o,q0_fabric_ln0_astat_o,q0_fabric_ln0_astat_o,q0_fabric_ln0_astat_o,q0_fabric_ln0_astat_o,q0_fabric_ln0_astat_o,q0_fabric_ln0_astat_o,q0_fabric_ln0_astat_o,q0_fabric_ln0_astat_o,q0_fabric_ln0_astat_o,q0_fabric_ln0_astat_o,q0_fabric_ln0_astat_o,q0_fabric_ln0_astat_o,q0_fabric_ln0_astat_o,q0_fabric_ln0_astat_o,q0_fabric_ln0_astat_o,q0_fabric_ln0_astat_o
FABRIC_LN0_BURN_IN_TOGGLE_O,no,q0_fabric_ln0_burn_in_toggle_o,q0_fabric_ln0_burn_in_toggle_o,q0_fabric_ln0_burn_in_toggle_o,q0_fabric_ln0_burn_in_toggle_o,q0_fabric_ln0_burn_in_toggle_o,q0_fabric_ln0_burn_in_toggle_o,q0_fabric_ln0_burn_in_toggle_o,q0_fabric_ln0_burn_in_toggle_o,q0_fabric_ln0_burn_in_toggle_o,q0_fabric_ln0_burn_in_toggle_o,q0_fabric_ln0_burn_in_toggle_o,q0_fabric_ln0_burn_in_toggle_o,q0_fabric_ln0_burn_in_toggle_o,q0_fabric_ln0_burn_in_toggle_o,q0_fabric_ln0_burn_in_toggle_o,q0_fabric_ln0_burn_in_toggle_o,q0_fabric_ln0_burn_in_toggle_o,q0_fabric_ln0_burn_in_toggle_o,q0_fabric_ln0_burn_in_toggle_o,q0_fabric_ln0_burn_in_toggle_o,q0_fabric_ln0_burn_in_toggle_o
FABRIC_LN0_CPLL_IDDQ_I,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FABRIC_LN0_CPLL_PD_I,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FABRIC_LN0_CPLL_RESETN_I,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FABRIC_LN0_CTRL_I,no,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43
FABRIC_LN0_CTRL_I_H,no,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43
FABRIC_LN0_IDDQ_I,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FABRIC_LN0_PD_I,no,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3
FABRIC_LN0_PD_I_H,no,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3
FABRIC_LN0_PMA_RX_LOCK_O,no,q0_fabric_ln0_pma_rx_lock_o,q0_fabric_ln0_pma_rx_lock_o,q0_fabric_ln0_pma_rx_lock_o,q0_fabric_ln0_pma_rx_lock_o,q0_fabric_ln0_pma_rx_lock_o,q0_fabric_ln0_pma_rx_lock_o,q0_fabric_ln0_pma_rx_lock_o,q0_fabric_ln0_pma_rx_lock_o,q0_fabric_ln0_pma_rx_lock_o,q0_fabric_ln0_pma_rx_lock_o,q0_fabric_ln0_pma_rx_lock_o,q0_fabric_ln0_pma_rx_lock_o,q0_fabric_ln0_pma_rx_lock_o,q0_fabric_ln0_pma_rx_lock_o,q0_fabric_ln0_pma_rx_lock_o,q0_fabric_ln0_pma_rx_lock_o,q0_fabric_ln0_pma_rx_lock_o,q0_fabric_ln0_pma_rx_lock_o,q0_fabric_ln0_pma_rx_lock_o,q0_fabric_ln0_pma_rx_lock_o,q0_fabric_ln0_pma_rx_lock_o
FABRIC_LN0_RATE_I,no,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2
FABRIC_LN0_RATE_I_H,no,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2
FABRIC_LN0_RSTN_I,yes,q0_fabric_ln0_rstn_i,q0_fabric_ln0_rstn_i,q0_fabric_ln0_rstn_i,q0_fabric_ln0_rstn_i,q0_fabric_ln0_rstn_i,q0_fabric_ln3_rstn_i,q0_fabric_ln0_rstn_i,q0_fabric_ln0_rstn_i,q0_fabric_ln0_rstn_i,q0_fabric_ln0_rstn_i,q0_fabric_ln0_rstn_i,q0_fabric_ln0_rstn_i,0,0,q0_fabric_ln0_rstn_i,q0_fabric_ln0_rstn_i,0,0,0,0,q0_fabric_ln0_rstn_i
FABRIC_LN0_RXDATA_O,no,q0_fabric_ln0_rxdata_o,q0_fabric_ln0_rxdata_o,q0_fabric_ln0_rxdata_o,q0_fabric_ln0_rxdata_o,q0_fabric_ln0_rxdata_o,q0_fabric_ln0_rxdata_o,q0_fabric_ln0_rxdata_o,q0_fabric_ln0_rxdata_o,q0_fabric_ln0_rxdata_o,q0_fabric_ln0_rxdata_o,q0_fabric_ln0_rxdata_o,q0_fabric_ln0_rxdata_o,q0_fabric_ln0_rxdata_o,q0_fabric_ln0_rxdata_o,q0_fabric_ln0_rxdata_o,q0_fabric_ln0_rxdata_o,q0_fabric_ln0_rxdata_o,q0_fabric_ln0_rxdata_o,q0_fabric_ln0_rxdata_o,q0_fabric_ln0_rxdata_o,q0_fabric_ln0_rxdata_o
FABRIC_LN0_RXDET_RESULT,no,q0_fabric_ln0_rxdet_result,q0_fabric_ln0_rxdet_result,q0_fabric_ln0_rxdet_result,q0_fabric_ln0_rxdet_result,q0_fabric_ln0_rxdet_result,q0_fabric_ln0_rxdet_result,q0_fabric_ln0_rxdet_result,q0_fabric_ln0_rxdet_result,q0_fabric_ln0_rxdet_result,q0_fabric_ln0_rxdet_result,q0_fabric_ln0_rxdet_result,q0_fabric_ln0_rxdet_result,q0_fabric_ln0_rxdet_result,q0_fabric_ln0_rxdet_result,q0_fabric_ln0_rxdet_result,q0_fabric_ln0_rxdet_result,q0_fabric_ln0_rxdet_result,q0_fabric_ln0_rxdet_result,q0_fabric_ln0_rxdet_result,q0_fabric_ln0_rxdet_result,q0_fabric_ln0_rxdet_result
FABRIC_LN0_RXELECIDLE_O,no,q0_fabric_ln0_rxelecidle_o,q0_fabric_ln0_rxelecidle_o,q0_fabric_ln0_rxelecidle_o,q0_fabric_ln0_rxelecidle_o,q0_fabric_ln0_rxelecidle_o,q0_fabric_ln0_rxelecidle_o,q0_fabric_ln0_rxelecidle_o,q0_fabric_ln0_rxelecidle_o,q0_fabric_ln0_rxelecidle_o,q0_fabric_ln0_rxelecidle_o,q0_fabric_ln0_rxelecidle_o,q0_fabric_ln0_rxelecidle_o,q0_fabric_ln0_rxelecidle_o,q0_fabric_ln0_rxelecidle_o,q0_fabric_ln0_rxelecidle_o,q0_fabric_ln0_rxelecidle_o,q0_fabric_ln0_rxelecidle_o,q0_fabric_ln0_rxelecidle_o,q0_fabric_ln0_rxelecidle_o,q0_fabric_ln0_rxelecidle_o,q0_fabric_ln0_rxelecidle_o
FABRIC_LN0_RXELECIDLE_O_H,no,q0_fabric_ln0_rxelecidle_o_h,q0_fabric_ln0_rxelecidle_o_h,q0_fabric_ln0_rxelecidle_o_h,q0_fabric_ln0_rxelecidle_o_h,q0_fabric_ln0_rxelecidle_o_h,q0_fabric_ln0_rxelecidle_o_h,q0_fabric_ln0_rxelecidle_o_h,q0_fabric_ln0_rxelecidle_o_h,q0_fabric_ln0_rxelecidle_o_h,q0_fabric_ln0_rxelecidle_o_h,q0_fabric_ln0_rxelecidle_o_h,q0_fabric_ln0_rxelecidle_o_h,q0_fabric_ln0_rxelecidle_o_h,q0_fabric_ln0_rxelecidle_o_h,q0_fabric_ln0_rxelecidle_o_h,q0_fabric_ln0_rxelecidle_o_h,q0_fabric_ln0_rxelecidle_o_h,q0_fabric_ln0_rxelecidle_o_h,q0_fabric_ln0_rxelecidle_o_h,q0_fabric_ln0_rxelecidle_o_h,q0_fabric_ln0_rxelecidle_o_h
FABRIC_LN0_RX_VLD_OUT,no,q0_fabric_ln0_rx_vld_out,q0_fabric_ln0_rx_vld_out,q0_fabric_ln0_rx_vld_out,q0_fabric_ln0_rx_vld_out,q0_fabric_ln0_rx_vld_out,q0_fabric_ln0_rx_vld_out,q0_fabric_ln0_rx_vld_out,q0_fabric_ln0_rx_vld_out,q0_fabric_ln0_rx_vld_out,q0_fabric_ln0_rx_vld_out,q0_fabric_ln0_rx_vld_out,q0_fabric_ln0_rx_vld_out,q0_fabric_ln0_rx_vld_out,q0_fabric_ln0_rx_vld_out,q0_fabric_ln0_rx_vld_out,q0_fabric_ln0_rx_vld_out,q0_fabric_ln0_rx_vld_out,q0_fabric_ln0_rx_vld_out,q0_fabric_ln0_rx_vld_out,q0_fabric_ln0_rx_vld_out,q0_fabric_ln0_rx_vld_out
FABRIC_LN0_STAT_O,no,q0_fabric_ln0_stat_o,q0_fabric_ln0_stat_o,q0_fabric_ln0_stat_o,q0_fabric_ln0_stat_o,q0_fabric_ln0_stat_o,q0_fabric_ln0_stat_o,q0_fabric_ln0_stat_o,q0_fabric_ln0_stat_o,q0_fabric_ln0_stat_o,q0_fabric_ln0_stat_o,q0_fabric_ln0_stat_o,q0_fabric_ln0_stat_o,q0_fabric_ln0_stat_o,q0_fabric_ln0_stat_o,q0_fabric_ln0_stat_o,q0_fabric_ln0_stat_o,q0_fabric_ln0_stat_o,q0_fabric_ln0_stat_o,q0_fabric_ln0_stat_o,q0_fabric_ln0_stat_o,q0_fabric_ln0_stat_o
FABRIC_LN0_STAT_O_H,no,q0_fabric_ln0_stat_o_h,q0_fabric_ln0_stat_o_h,q0_fabric_ln0_stat_o_h,q0_fabric_ln0_stat_o_h,q0_fabric_ln0_stat_o_h,q0_fabric_ln0_stat_o_h,q0_fabric_ln0_stat_o_h,q0_fabric_ln0_stat_o_h,q0_fabric_ln0_stat_o_h,q0_fabric_ln0_stat_o_h,q0_fabric_ln0_stat_o_h,q0_fabric_ln0_stat_o_h,q0_fabric_ln0_stat_o_h,q0_fabric_ln0_stat_o_h,q0_fabric_ln0_stat_o_h,q0_fabric_ln0_stat_o_h,q0_fabric_ln0_stat_o_h,q0_fabric_ln0_stat_o_h,q0_fabric_ln0_stat_o_h,q0_fabric_ln0_stat_o_h,q0_fabric_ln0_stat_o_h
FABRIC_LN0_TXDATA_I,yes,q0_fabric_ln0_txdata_i,q0_fabric_ln0_txdata_i,q0_fabric_ln0_txdata_i,q0_fabric_ln0_txdata_i,q0_fabric_ln0_txdata_i,0:80,q0_fabric_ln0_txdata_i,q0_fabric_ln0_txdata_i,q0_fabric_ln0_txdata_i,q0_fabric_ln0_txdata_i,q0_fabric_ln0_txdata_i,q0_fabric_ln0_txdata_i,0:80,0:80,q0_fabric_ln0_txdata_i,q0_fabric_ln0_txdata_i,0:80,0:80,0:80,0:80,q0_fabric_ln0_txdata_i
FABRIC_LN0_TX_DISPARITY_I,no,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8
FABRIC_LN0_TX_VLD_IN,yes,q0_fabric_ln0_tx_vld_in,q0_fabric_ln0_tx_vld_in,q0_fabric_ln0_tx_vld_in,q0_fabric_ln0_tx_vld_in,q0_fabric_ln0_tx_vld_in,0,q0_fabric_ln0_tx_vld_in,q0_fabric_ln0_tx_vld_in,q0_fabric_ln0_tx_vld_in,q0_fabric_ln0_tx_vld_in,q0_fabric_ln0_tx_vld_in,q0_fabric_ln0_tx_vld_in,0,0,q0_fabric_ln0_tx_vld_in,q0_fabric_ln0_tx_vld_in,0,0,0,0,q0_fabric_ln0_tx_vld_in
FABRIC_LN1_ASTAT_O,no,q0_fabric_ln1_astat_o,q0_fabric_ln1_astat_o,q0_fabric_ln1_astat_o,q0_fabric_ln1_astat_o,q0_fabric_ln1_astat_o,q0_fabric_ln1_astat_o,q0_fabric_ln1_astat_o,q0_fabric_ln1_astat_o,q0_fabric_ln1_astat_o,q0_fabric_ln1_astat_o,q0_fabric_ln1_astat_o,q0_fabric_ln1_astat_o,q0_fabric_ln1_astat_o,q0_fabric_ln1_astat_o,q0_fabric_ln1_astat_o,q0_fabric_ln1_astat_o,q0_fabric_ln1_astat_o,q0_fabric_ln1_astat_o,q0_fabric_ln1_astat_o,q0_fabric_ln1_astat_o,q0_fabric_ln1_astat_o
FABRIC_LN1_BURN_IN_TOGGLE_O,no,q0_fabric_ln1_burn_in_toggle_o,q0_fabric_ln1_burn_in_toggle_o,q0_fabric_ln1_burn_in_toggle_o,q0_fabric_ln1_burn_in_toggle_o,q0_fabric_ln1_burn_in_toggle_o,q0_fabric_ln1_burn_in_toggle_o,q0_fabric_ln1_burn_in_toggle_o,q0_fabric_ln1_burn_in_toggle_o,q0_fabric_ln1_burn_in_toggle_o,q0_fabric_ln1_burn_in_toggle_o,q0_fabric_ln1_burn_in_toggle_o,q0_fabric_ln1_burn_in_toggle_o,q0_fabric_ln1_burn_in_toggle_o,q0_fabric_ln1_burn_in_toggle_o,q0_fabric_ln1_burn_in_toggle_o,q0_fabric_ln1_burn_in_toggle_o,q0_fabric_ln1_burn_in_toggle_o,q0_fabric_ln1_burn_in_toggle_o,q0_fabric_ln1_burn_in_toggle_o,q0_fabric_ln1_burn_in_toggle_o,q0_fabric_ln1_burn_in_toggle_o
FABRIC_LN1_CPLL_IDDQ_I,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FABRIC_LN1_CPLL_PD_I,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FABRIC_LN1_CPLL_RESETN_I,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FABRIC_LN1_CTRL_I,yes,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,q0_fabric_ln1_ctrl_i,q0_fabric_ln1_ctrl_i,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43
FABRIC_LN1_CTRL_I_H,yes,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,q0_fabric_ln1_ctrl_i_h,q0_fabric_ln1_ctrl_i_h,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43
FABRIC_LN1_IDDQ_I,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FABRIC_LN1_PD_I,no,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3
FABRIC_LN1_PD_I_H,no,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3
FABRIC_LN1_PMA_RX_LOCK_O,no,q0_fabric_ln1_pma_rx_lock_o,q0_fabric_ln1_pma_rx_lock_o,q0_fabric_ln1_pma_rx_lock_o,q0_fabric_ln1_pma_rx_lock_o,q0_fabric_ln1_pma_rx_lock_o,q0_fabric_ln1_pma_rx_lock_o,q0_fabric_ln1_pma_rx_lock_o,q0_fabric_ln1_pma_rx_lock_o,q0_fabric_ln1_pma_rx_lock_o,q0_fabric_ln1_pma_rx_lock_o,q0_fabric_ln1_pma_rx_lock_o,q0_fabric_ln1_pma_rx_lock_o,q0_fabric_ln1_pma_rx_lock_o,q0_fabric_ln1_pma_rx_lock_o,q0_fabric_ln1_pma_rx_lock_o,q0_fabric_ln1_pma_rx_lock_o,q0_fabric_ln1_pma_rx_lock_o,q0_fabric_ln1_pma_rx_lock_o,q0_fabric_ln1_pma_rx_lock_o,q0_fabric_ln1_pma_rx_lock_o,q0_fabric_ln1_pma_rx_lock_o
FABRIC_LN1_RATE_I,no,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2
FABRIC_LN1_RATE_I_H,no,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2
FABRIC_LN1_RSTN_I,yes,0,0,0,0,0,q0_fabric_ln3_rstn_i,0,0,q0_fabric_ln1_rstn_i,q0_fabric_ln1_rstn_i,q0_fabric_ln1_rstn_i,q0_fabric_ln1_rstn_i,q0_fabric_ln1_rstn_i,0,0,0,q0_fabric_ln1_rstn_i,0,0,0,0
