address,varies,10gbaser_refclk0_156M25_qpll0_lane0,custom_8b10b_1g_refclk0_100m_qpll0_lane0,custom_8b10b_1g_refclk0_100m_qpll0_lane0_swaprx,custom_8b10b_1g_refclk0_100m_qpll0_lane0_swaptrx,custom_8b10b_1g_refclk0_100m_qpll0_lane0_swaptx,jesd204b_refclk0_100M_qpll0_lane0123,usb3_mclk_100M_qpll0_lane0,usb3_refclk0_100M_qpll0_lane0,usb3_refclk0_100M_qpll0_lane0__1000basex_refclk0_100M_qpll1_lane1,usb3_refclk0_100M_qpll0_lane0__1000basex_refclk1_125M_qpll1_lane1,usb3_refclk0_100M_qpll0_lane0__usb3_refclk1_100M_cpll_lane1,usb3_refclk0_100M_qpll0_lane0__usb3_refclk1_100M_qpll1_lane1,usb3_refclk0_100M_qpll0_lane1,usb3_refclk0_100M_qpll0_lane3,usb3_refclk0_50M_qpll0_lane0,usb3_refclk1_100M_qpll0_lane0,usb3_refclk1_100M_qpll0_lane1,usb3_refclk1_100M_qpll0_lane2,usb3_refclk1_100M_qpll0_lane3,usb3_refclk1_100M_qpll1_lane3,usb3_refin_100M_qpll0_lane0
0x0080801c,no,,,,,,,,,0x000071c3,0x000071c3,,0x000071c3,,,,,,,,0x000071c3,
0x00808020,yes,,,,,,,,,0x00000015,0x00000015,,0x0000001a,,,,,,,,0x0000001a,
0x00808028,no,,,,,,,,,0x00000006,0x00000006,,0x00000006,,,,,,,,0x00000006,
0x0080802c,no,,,,,,,,,0x00000064,0x00000064,,0x00000064,,,,,,,,0x00000064,
0x00808030,no,,,,,,,,,0x00000014,0x00000014,,0x00000014,,,,,,,,0x00000014,
0x00808034,no,,,,,,,,,0x00000014,0x00000014,,0x00000014,,,,,,,,0x00000014,
0x00808038,no,,,,,,,,,0x00000064,0x00000064,,0x00000064,,,,,,,,0x00000064,
0x0080803c,no,,,,,,,,,0x00000064,0x00000064,,0x00000064,,,,,,,,0x00000064,
0x00808040,no,,,,,,,,,0x00000064,0x00000064,,0x00000064,,,,,,,,0x00000064,
0x00808044,no,,,,,,,,,0x0000e678,0x0000e678,,0x0000e678,,,,,,,,0x0000e678,
0x00808048,no,,,,,,,,,0x000fffff,0x000fffff,,0x000fffff,,,,,,,,0x000fffff,
0x0080804c,yes,,,,,,,,,0x00000292,0x00000336,,0x00000292,,,,,,,,0x00000292,
0x00808050,no,,,,,,,,,0x00000003,0x00000003,,0x00000003,,,,,,,,0x00000003,
0x00808054,no,,,,,,,,,0x00000005,0x00000005,,0x00000005,,,,,,,,0x00000005,
0x00808058,no,,,,,,,,,0x00000404,0x00000404,,0x00000404,,,,,,,,0x00000404,
0x0080805c,no,,,,,,,,,0x00640064,0x00640064,,0x00640064,,,,,,,,0x00640064,
0x00808064,no,,,,,,,,,0x00000003,0x00000003,,0x00000003,,,,,,,,0x00000003,
0x00808068,no,,,,,,,,,0x000001fe,0x000001fe,,0x000001fe,,,,,,,,0x000001fe,
0x0080806c,no,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000
0x0080807c,yes,,,,,,,,,0x00031001,0x00031001,,0x00001001,,,,,,,,0x00001001,
0x00808100,no,0x00000001,0x00000001,0x00000001,0x00000001,0x00000001,0x00000001,0x00000001,0x00000001,0x00000001,0x00000001,0x00000001,0x00000001,0x00000001,0x00000001,0x00000001,0x00000001,0x00000001,0x00000001,0x00000001,,0x00000001
0x00808104,yes,0x000a2233,0x000a2233,0x000a2233,0x000a2233,0x000a2233,0x000a2233,0x000a2233,0x000a2233,0x000a2233,0x000a2233,0x000a2233,0x000a2233,0x000a2233,0x000a2233,0x000a2233,0x000a2233,0x000a2233,0x000a2233,0x000a2233,0x00022322,0x000a2233
0x00808108,yes,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000006,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,,0x00000004
0x0080810c,yes,0x10210108,0x10200108,0x10280108,0x10200108,0x10200108,0x10280108,0x10320108,0x10320108,0x10320108,0x10320108,0x10320108,0x10320108,0x10320108,0x10320108,0x10640108,0x10320108,0x10320108,0x10320108,0x10320108,,0x10320108
0x00808114,no,0x00000f01,0x00000f01,0x00000f01,0x00000f01,0x00000f01,0x00000f01,0x00000f01,0x00000f01,0x00000f01,0x00000f01,0x00000f01,0x00000f01,0x00000f01,0x00000f01,0x00000f01,0x00000f01,0x00000f01,0x00000f01,0x00000f01,,0x00000f01
0x00808118,no,0x01b50008,0x01b50008,0x01b50008,0x01b50008,0x01b50008,0x01b50008,0x01b50008,0x01b50008,0x01b50008,0x01b50008,0x01b50008,0x01b50008,0x01b50008,0x01b50008,0x01b50008,0x01b50008,0x01b50008,0x01b50008,0x01b50008,,0x01b50008
0x0080811c,no,0x000041c3,0x000041c3,0x000041c3,0x000041c3,0x000041c3,0x000041c3,0x000041c3,0x000041c3,0x000041c3,0x000041c3,0x000041c3,0x000041c3,0x000041c3,0x000041c3,0x000041c3,0x000041c3,0x000041c3,0x000041c3,0x000041c3,,0x000041c3
0x00808120,yes,0x00000014,0x00000015,0x00000015,0x00000015,0x00000015,0x0000001a,0x0000001a,0x0000001a,0x0000001a,0x0000001a,0x0000001a,0x0000001a,0x0000001a,0x0000001a,0x0000001a,0x0000001a,0x0000001a,0x0000001a,0x0000001a,,0x0000001a
0x00808124,no,0x06674080,0x06674080,0x06674080,0x06674080,0x06674080,0x06674080,0x06674080,0x06674080,0x06674080,0x06674080,0x06674080,0x06674080,0x06674080,0x06674080,0x06674080,0x06674080,0x06674080,0x06674080,0x06674080,,0x06674080
0x0080812c,no,0x0000e678,0x0000e678,0x0000e678,0x0000e678,0x0000e678,0x0000e678,0x0000e678,0x0000e678,0x0000e678,0x0000e678,0x0000e678,0x0000e678,0x0000e678,0x0000e678,0x0000e678,0x0000e678,0x0000e678,0x0000e678,0x0000e678,,0x0000e678
0x00808130,no,0x00000005,0x00000005,0x00000005,0x00000005,0x00000005,0x00000005,0x00000005,0x00000005,0x00000005,0x00000005,0x00000005,0x00000005,0x00000005,0x00000005,0x00000005,0x00000005,0x00000005,0x00000005,0x00000005,,0x00000005
0x00808134,no,0x00000404,0x00000404,0x00000404,0x00000404,0x00000404,0x00000404,0x00000404,0x00000404,0x00000404,0x00000404,0x00000404,0x00000404,0x00000404,0x00000404,0x00000404,0x00000404,0x00000404,0x00000404,0x00000404,,0x00000404
0x00808138,no,0x00640064,0x00640064,0x00640064,0x00640064,0x00640064,0x00640064,0x00640064,0x00640064,0x00640064,0x00640064,0x00640064,0x00640064,0x00640064,0x00640064,0x00640064,0x00640064,0x00640064,0x00640064,0x00640064,,0x00640064
0x0080813c,no,0x00000003,0x00000003,0x00000003,0x00000003,0x00000003,0x00000003,0x00000003,0x00000003,0x00000003,0x00000003,0x00000003,0x00000003,0x00000003,0x00000003,0x00000003,0x00000003,0x00000003,0x00000003,0x00000003,,0x00000003
0x00808144,yes,0x00001001,0x00031001,0x00031001,0x00031001,0x00031001,0x00001001,0x00001001,0x00001001,0x00001001,0x00001001,0x00001001,0x00001001,0x00001001,0x00001001,0x00001001,0x00001001,0x00001001,0x00001001,0x00001001,,0x00001001
0x00808150,no,0x00000064,0x00000064,0x00000064,0x00000064,0x00000064,0x00000064,0x00000064,0x00000064,0x00000064,0x00000064,0x00000064,0x00000064,0x00000064,0x00000064,0x00000064,0x00000064,0x00000064,0x00000064,0x00000064,,0x00000064
0x00808154,no,0x00000064,0x00000064,0x00000064,0x00000064,0x00000064,0x00000064,0x00000064,0x00000064,0x00000064,0x00000064,0x00000064,0x00000064,0x00000064,0x00000064,0x00000064,0x00000064,0x00000064,0x00000064,0x00000064,,0x00000064
0x00808158,no,0x00000064,0x00000064,0x00000064,0x00000064,0x00000064,0x00000064,0x00000064,0x00000064,0x00000064,0x00000064,0x00000064,0x00000064,0x00000064,0x00000064,0x00000064,0x00000064,0x00000064,0x00000064,0x00000064,,0x00000064
0x0080815c,no,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000
0x008081a4,no,0x0000000c,0x0000000c,0x0000000c,0x0000000c,0x0000000c,0x0000000c,0x0000000c,0x0000000c,0x0000000c,0x0000000c,0x0000000c,0x0000000c,0x0000000c,0x0000000c,0x0000000c,0x0000000c,0x0000000c,0x0000000c,0x0000000c,0x0000000c,0x0000000c
0x008081b8,yes,0x0000000f,0x0000000f,0x0000000f,0x0000000f,0x0000000f,0x0000000f,0x0000000d,0x0000000f,0x0000000f,0x0000000f,0x0000000f,0x0000000f,0x0000000f,0x0000000f,0x0000000f,0x0000000f,0x0000000f,0x0000000f,0x0000000f,0x0000000f,0x0000000e
0x00808200,no,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002
0x0080821c,no,0x007f00bf,0x007f00bf,0x007f00bf,0x007f00bf,0x007f00bf,0x007f00bf,0x007f00bf,0x007f00bf,0x007f00bf,0x007f00bf,0x007f00bf,0x007f00bf,0x007f00bf,0x007f00bf,0x007f00bf,0x007f00bf,0x007f00bf,0x007f00bf,0x007f00bf,0x007f00bf,0x007f00bf
0x00808220,no,0x01ff01ff,0x01ff01ff,0x01ff01ff,0x01ff01ff,0x01ff01ff,0x01ff01ff,0x01ff01ff,0x01ff01ff,0x01ff01ff,0x01ff01ff,0x01ff01ff,0x01ff01ff,0x01ff01ff,0x01ff01ff,0x01ff01ff,0x01ff01ff,0x01ff01ff,0x01ff01ff,0x01ff01ff,0x01ff01ff,0x01ff01ff
0x00808224,no,0x00030003,0x00030003,0x00030003,0x00030003,0x00030003,0x00030003,0x00030003,0x00030003,0x00030003,0x00030003,0x00030003,0x00030003,0x00030003,0x00030003,0x00030003,0x00030003,0x00030003,0x00030003,0x00030003,0x00030003,0x00030003
0x00808234,no,0x0000e000,0x0000e000,0x0000e000,0x0000e000,0x0000e000,0x0000e000,0x0000e000,0x0000e000,0x0000e000,0x0000e000,0x0000e000,0x0000e000,0x0000e000,0x0000e000,0x0000e000,0x0000e000,0x0000e000,0x0000e000,0x0000e000,0x0000e000,0x0000e000
0x00808238,no,0x00000b00,0x00000b00,0x00000b00,0x00000b00,0x00000b00,0x00000b00,0x00000b00,0x00000b00,0x00000b00,0x00000b00,0x00000b00,0x00000b00,0x00000b00,0x00000b00,0x00000b00,0x00000b00,0x00000b00,0x00000b00,0x00000b00,0x00000b00,0x00000b00
0x0080823c,no,0x191a1a1a,0x191a1a1a,0x191a1a1a,0x191a1a1a,0x191a1a1a,0x191a1a1a,0x191a1a1a,0x191a1a1a,0x191a1a1a,0x191a1a1a,0x191a1a1a,0x191a1a1a,,,0x191a1a1a,0x191a1a1a,,,,,0x191a1a1a
0x00808240,no,0x18181919,0x18181919,0x18181919,0x18181919,0x18181919,0x18181919,0x18181919,0x18181919,0x18181919,0x18181919,0x18181919,0x18181919,,,0x18181919,0x18181919,,,,,0x18181919
0x00808244,no,0x17171718,0x17171718,0x17171718,0x17171718,0x17171718,0x17171718,0x17171718,0x17171718,0x17171718,0x17171718,0x17171718,0x17171718,,,0x17171718,0x17171718,,,,,0x17171718
0x00808248,no,0x15161616,0x15161616,0x15161616,0x15161616,0x15161616,0x15161616,0x15161616,0x15161616,0x15161616,0x15161616,0x15161616,0x15161616,,,0x15161616,0x15161616,,,,,0x15161616
0x0080824c,no,0x14151515,0x14151515,0x14151515,0x14151515,0x14151515,0x14151515,0x14151515,0x14151515,0x14151515,0x14151515,0x14151515,0x14151515,,,0x14151515,0x14151515,,,,,0x14151515
0x00808250,no,0x13141414,0x13141414,0x13141414,0x13141414,0x13141414,0x13141414,0x13141414,0x13141414,0x13141414,0x13141414,0x13141414,0x13141414,,,0x13141414,0x13141414,,,,,0x13141414
0x00808254,no,0x12131313,0x12131313,0x12131313,0x12131313,0x12131313,0x12131313,0x12131313,0x12131313,0x12131313,0x12131313,0x12131313,0x12131313,,,0x12131313,0x12131313,,,,,0x12131313
0x00808258,no,0x12121212,0x12121212,0x12121212,0x12121212,0x12121212,0x12121212,0x12121212,0x12121212,0x12121212,0x12121212,0x12121212,0x12121212,,,0x12121212,0x12121212,,,,,0x12121212
0x0080825c,no,0x11111111,0x11111111,0x11111111,0x11111111,0x11111111,0x11111111,0x11111111,0x11111111,0x11111111,0x11111111,0x11111111,0x11111111,,,0x11111111,0x11111111,,,,,0x11111111
0x00808260,no,0x10101011,0x10101011,0x10101011,0x10101011,0x10101011,0x10101011,0x10101011,0x10101011,0x10101011,0x10101011,0x10101011,0x10101011,,,0x10101011,0x10101011,,,,,0x10101011
0x00808264,no,0x10101010,0x10101010,0x10101010,0x10101010,0x10101010,0x10101010,0x10101010,0x10101010,0x10101010,0x10101010,0x10101010,0x10101010,,,0x10101010,0x10101010,,,,,0x10101010
0x00808268,no,0x0f0f0f0f,0x0f0f0f0f,0x0f0f0f0f,0x0f0f0f0f,0x0f0f0f0f,0x0f0f0f0f,0x0f0f0f0f,0x0f0f0f0f,0x0f0f0f0f,0x0f0f0f0f,0x0f0f0f0f,0x0f0f0f0f,,,0x0f0f0f0f,0x0f0f0f0f,,,,,0x0f0f0f0f
0x0080826c,no,0x0e0f0f0f,0x0e0f0f0f,0x0e0f0f0f,0x0e0f0f0f,0x0e0f0f0f,0x0e0f0f0f,0x0e0f0f0f,0x0e0f0f0f,0x0e0f0f0f,0x0e0f0f0f,0x0e0f0f0f,0x0e0f0f0f,,,0x0e0f0f0f,0x0e0f0f0f,,,,,0x0e0f0f0f
0x00808270,no,0x0e0e0e0e,0x0e0e0e0e,0x0e0e0e0e,0x0e0e0e0e,0x0e0e0e0e,0x0e0e0e0e,0x0e0e0e0e,0x0e0e0e0e,0x0e0e0e0e,0x0e0e0e0e,0x0e0e0e0e,0x0e0e0e0e,,,0x0e0e0e0e,0x0e0e0e0e,,,,,0x0e0e0e0e
0x00808274,no,0x0d0e0e0e,0x0d0e0e0e,0x0d0e0e0e,0x0d0e0e0e,0x0d0e0e0e,0x0d0e0e0e,0x0d0e0e0e,0x0d0e0e0e,0x0d0e0e0e,0x0d0e0e0e,0x0d0e0e0e,0x0d0e0e0e,,,0x0d0e0e0e,0x0d0e0e0e,,,,,0x0d0e0e0e
0x00808278,no,0x0d0d0d0d,0x0d0d0d0d,0x0d0d0d0d,0x0d0d0d0d,0x0d0d0d0d,0x0d0d0d0d,0x0d0d0d0d,0x0d0d0d0d,0x0d0d0d0d,0x0d0d0d0d,0x0d0d0d0d,0x0d0d0d0d,,,0x0d0d0d0d,0x0d0d0d0d,,,,,0x0d0d0d0d
0x0080827c,no,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000
0x00808280,no,0x00000014,0x00000014,0x00000014,0x00000014,0x00000014,0x00000014,0x00000014,0x00000014,0x00000014,0x00000014,0x00000014,0x00000014,,,0x00000014,0x00000014,,,,,0x00000014
0x00808284,yes,0x00000014,0x00000014,0x00000014,0x00000014,0x00000014,0x00000014,0x00000014,0x00000014,0x00000014,0x00000014,0x00000014,0x00000014,0x00000100,0x00000100,0x00000014,0x00000014,0x00000100,0x00000100,0x00000100,0x00000100,0x00000014
0x00808288,no,0x89abcdef,0x89abcdef,0x89abcdef,0x89abcdef,0x89abcdef,0x89abcdef,0x89abcdef,0x89abcdef,0x89abcdef,0x89abcdef,0x89abcdef,0x89abcdef,0x89abcdef,0x89abcdef,0x89abcdef,0x89abcdef,0x89abcdef,0x89abcdef,0x89abcdef,0x89abcdef,0x89abcdef
0x0080828c,no,0x01234567,0x01234567,0x01234567,0x01234567,0x01234567,0x01234567,0x01234567,0x01234567,0x01234567,0x01234567,0x01234567,0x01234567,0x01234567,0x01234567,0x01234567,0x01234567,0x01234567,0x01234567,0x01234567,0x01234567,0x01234567
0x00808298,no,0x00000001,0x00000001,0x00000001,0x00000001,0x00000001,0x00000001,0x00000001,0x00000001,0x00000001,0x00000001,0x00000001,0x00000001,,,0x00000001,0x00000001,,,,,0x00000001
0x008082a0,yes,0x00001170,0x00007110,0x00007110,0x00007110,0x00007110,0x00003150,0x00003150,0x00003150,0x00003150,0x00003150,0x00003150,0x00003150,,,0x00003150,0x00003150,,,,,0x00003150
0x008082b8,yes,0x00000030,0x00000020,0x00000020,0x00000020,0x00000020,0x00000020,0x00000030,0x00000030,0x00000030,0x00000030,0x00000030,0x00000030,,,0x00000040,0x00000030,,,,,0x00000030
0x008082bc,yes,0x00000011,0x00000211,0x00000211,0x00000211,0x00000211,0x00000011,0x00000011,0x00000011,0x00000011,0x00000011,0x00000011,0x00000011,,,0x00000011,0x00000011,,,,,0x00000011
0x008082c0,yes,0x00000310,0x00000010,0x00000010,0x00000010,0x00000010,0x00000210,0x00000210,0x00000210,0x00000210,0x00000210,0x00000210,0x00000210,0x00000010,0x00000010,0x00000210,0x00000210,0x00000010,0x00000010,0x00000010,0x00000010,0x00000210
0x008082dc,no,0x00000031,0x00000031,0x00000031,0x00000031,0x00000031,0x00000031,0x00000031,0x00000031,0x00000031,0x00000031,0x00000031,0x00000031,,,0x00000031,0x00000031,,,,,0x00000031
0x00808300,no,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002
0x0080831c,no,0x007f00bf,0x007f00bf,0x007f00bf,0x007f00bf,0x007f00bf,0x007f00bf,0x007f00bf,0x007f00bf,0x007f00bf,0x007f00bf,0x007f00bf,0x007f00bf,0x007f00bf,0x007f00bf,0x007f00bf,0x007f00bf,0x007f00bf,0x007f00bf,0x007f00bf,0x007f00bf,0x007f00bf
0x00808320,no,0x01ff01ff,0x01ff01ff,0x01ff01ff,0x01ff01ff,0x01ff01ff,0x01ff01ff,0x01ff01ff,0x01ff01ff,0x01ff01ff,0x01ff01ff,0x01ff01ff,0x01ff01ff,0x01ff01ff,0x01ff01ff,0x01ff01ff,0x01ff01ff,0x01ff01ff,0x01ff01ff,0x01ff01ff,0x01ff01ff,0x01ff01ff
0x00808324,no,0x00030003,0x00030003,0x00030003,0x00030003,0x00030003,0x00030003,0x00030003,0x00030003,0x00030003,0x00030003,0x00030003,0x00030003,0x00030003,0x00030003,0x00030003,0x00030003,0x00030003,0x00030003,0x00030003,0x00030003,0x00030003
0x00808334,no,0x0000e000,0x0000e000,0x0000e000,0x0000e000,0x0000e000,0x0000e000,0x0000e000,0x0000e000,0x0000e000,0x0000e000,0x0000e000,0x0000e000,0x0000e000,0x0000e000,0x0000e000,0x0000e000,0x0000e000,0x0000e000,0x0000e000,0x0000e000,0x0000e000
0x00808338,no,0x00000b00,0x00000b00,0x00000b00,0x00000b00,0x00000b00,0x00000b00,0x00000b00,0x00000b00,0x00000b00,0x00000b00,0x00000b00,0x00000b00,0x00000b00,0x00000b00,0x00000b00,0x00000b00,0x00000b00,0x00000b00,0x00000b00,0x00000b00,0x00000b00
0x0080833c,no,,,,,,0x191a1a1a,,,0x191a1a1a,0x191a1a1a,0x191a1a1a,0x191a1a1a,0x191a1a1a,,,,0x191a1a1a,,,,
0x00808340,no,,,,,,0x18181919,,,0x18181919,0x18181919,0x18181919,0x18181919,0x18181919,,,,0x18181919,,,,
0x00808344,no,,,,,,0x17171718,,,0x17171718,0x17171718,0x17171718,0x17171718,0x17171718,,,,0x17171718,,,,
0x00808348,no,,,,,,0x15161616,,,0x15161616,0x15161616,0x15161616,0x15161616,0x15161616,,,,0x15161616,,,,
0x0080834c,no,,,,,,0x14151515,,,0x14151515,0x14151515,0x14151515,0x14151515,0x14151515,,,,0x14151515,,,,
0x00808350,no,,,,,,0x13141414,,,0x13141414,0x13141414,0x13141414,0x13141414,0x13141414,,,,0x13141414,,,,
0x00808354,no,,,,,,0x12131313,,,0x12131313,0x12131313,0x12131313,0x12131313,0x12131313,,,,0x12131313,,,,
0x00808358,no,,,,,,0x12121212,,,0x12121212,0x12121212,0x12121212,0x12121212,0x12121212,,,,0x12121212,,,,
0x0080835c,no,,,,,,0x11111111,,,0x11111111,0x11111111,0x11111111,0x11111111,0x11111111,,,,0x11111111,,,,
0x00808360,no,,,,,,0x10101011,,,0x10101011,0x10101011,0x10101011,0x10101011,0x10101011,,,,0x10101011,,,,
0x00808364,no,,,,,,0x10101010,,,0x10101010,0x10101010,0x10101010,0x10101010,0x10101010,,,,0x10101010,,,,
0x00808368,no,,,,,,0x0f0f0f0f,,,0x0f0f0f0f,0x0f0f0f0f,0x0f0f0f0f,0x0f0f0f0f,0x0f0f0f0f,,,,0x0f0f0f0f,,,,
0x0080836c,no,,,,,,0x0e0f0f0f,,,0x0e0f0f0f,0x0e0f0f0f,0x0e0f0f0f,0x0e0f0f0f,0x0e0f0f0f,,,,0x0e0f0f0f,,,,
0x00808370,no,,,,,,0x0e0e0e0e,,,0x0e0e0e0e,0x0e0e0e0e,0x0e0e0e0e,0x0e0e0e0e,0x0e0e0e0e,,,,0x0e0e0e0e,,,,
0x00808374,no,,,,,,0x0d0e0e0e,,,0x0d0e0e0e,0x0d0e0e0e,0x0d0e0e0e,0x0d0e0e0e,0x0d0e0e0e,,,,0x0d0e0e0e,,,,
0x00808378,no,,,,,,0x0d0d0d0d,,,0x0d0d0d0d,0x0d0d0d0d,0x0d0d0d0d,0x0d0d0d0d,0x0d0d0d0d,,,,0x0d0d0d0d,,,,
0x0080837c,no,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000
0x00808380,no,,,,,,0x00000014,,,0x00000014,0x00000014,0x00000014,0x00000014,0x00000014,,,,0x00000014,,,,
0x00808384,yes,0x00000100,0x00000100,0x00000100,0x00000100,0x00000100,0x00000014,0x00000100,0x00000100,0x00000014,0x00000014,0x00000014,0x00000014,0x00000014,0x00000100,0x00000100,0x00000100,0x00000014,0x00000100,0x00000100,0x00000100,0x00000100
0x00808388,no,0x89abcdef,0x89abcdef,0x89abcdef,0x89abcdef,0x89abcdef,0x89abcdef,0x89abcdef,0x89abcdef,0x89abcdef,0x89abcdef,0x89abcdef,0x89abcdef,0x89abcdef,0x89abcdef,0x89abcdef,0x89abcdef,0x89abcdef,0x89abcdef,0x89abcdef,0x89abcdef,0x89abcdef
0x0080838c,no,0x01234567,0x01234567,0x01234567,0x01234567,0x01234567,0x01234567,0x01234567,0x01234567,0x01234567,0x01234567,0x01234567,0x01234567,0x01234567,0x01234567,0x01234567,0x01234567,0x01234567,0x01234567,0x01234567,0x01234567,0x01234567
0x00808398,no,,,,,,0x00000001,,,0x00000001,0x00000001,0x00000001,0x00000001,0x00000001,,,,0x00000001,,,,
0x0080839c,no,,,,,,,,,,,0x0000001e,,,,,,,,,,
0x008083a0,yes,,,,,,0x00003150,,,0x00007310,0x00007310,0x00003550,0x00003350,0x00003150,,,,0x00003150,,,,
0x008083b8,yes,,,,,,0x00000020,,,0x00000020,0x00000020,0x00000030,0x00000030,0x00000030,,,,0x00000030,,,,
